20000 2
1680 2554 1
-8553 2956 1
-7104 -4847 1
1380 6890 1
-2088 3584 1
-7928 -2138 1
-1574 -185 1
960 4511 1
-9465 6117 1
-9128 3929 1
-635 8372 1
-9157 -2024 1
1878 4587 1
-8099 6999 1
1856 5483 1
-2079 9980 1
-8605 -8860 1
-9526 5642 1
-6600 -2045 1
-664 -25 1
-6543 -3265 1
-787 255 1
204 9235 1
-8833 -267 1
-3555 -1638 1
-9889 264 1
-7885 3975 1
-8619 -5412 1
-8281 5339 1
3980 7889 1
-7931 -8983 1
5705 8712 1
-5659 -2175 1
-8540 7631 1
-118 3568 1
-1573 8669 1
1427 8092 1
916 6915 1
1975 8575 1
-8888 -4098 1
-1707 -2032 1
-7835 -1493 1
-409 6832 1
-8892 -379 1
-8358 8734 1
-7835 8196 1
-5238 4196 1
-9425 -7494 1
-5620 2479 1
432 6056 1
-9874 5326 1
-2301 3229 1
4190 9704 1
-9375 1280 1
-2405 3055 1
-7977 3359 1
-5246 834 1
-8812 -5363 1
-8381 117 1
-1332 910 1
-8670 -7405 1
-5817 -5501 1
-2137 404 1
-5685 197 1
-5383 3574 1
-435 6809 1
-7678 9751 1
-1201 5403 1
5256 8993 1
-7328 8514 1
-8541 -2215 1
-6199 -3263 1
-4130 2876 1
5986 9257 1
-4975 -6178 1
2556 4580 1
-1833 9990 1
6598 9954 1
-1446 7042 1
-5172 6385 1
-5731 -4342 1
-9197 7533 1
-9977 -7991 1
-7734 7687 1
1831 5640 1
-8426 7196 1
-969 1662 1
-4269 -4196 1
-3654 8653 1
1400 7158 1
6081 9552 1
-6625 7705 1
-4206 6388 1
-6182 8726 1
560 7611 1
4463 8870 1
-40 9084 1
-5739 6044 1
-2005 2798 1
-7610 3180 1
-5858 -1683 1
-8618 -1691 1
-2295 1105 1
-7359 -1530 1
-5692 -2078 1
-7337 6708 1
-8821 4238 1
-3488 2913 1
-5632 2376 1
-8188 -9413 1
-8242 4444 1
-9872 1337 1
-3149 4443 1
-2979 -3442 1
-7695 7338 1
5715 8705 1
-6303 641 1
-6331 -7138 1
936 9807 1
3419 7711 1
-7774 -5993 1
-1237 2394 1
-8946 -6984 1
-7552 2847 1
-4850 3112 1
-8609 -1433 1
2629 4829 1
-9489 -2046 1
-7599 6348 1
-6484 5136 1
-3564 3247 1
-9157 -800 1
-9282 -8571 1
-5714 9515 1
-4229 -3805 1
-146 9175 1
-4644 9514 1
2560 6157 1
-1352 4719 1
-9263 3762 1
-8854 -334 1
-8390 1372 1
-3463 1217 1
-4072 -1978 1
-5468 -7017 1
-8666 -6909 1
-4936 69 1
354 6155 1
-9296 2617 1
3671 8126 1
-5652 4324 1
1528 5484 1
-4740 9270 1
-1978 9990 1
-5773 -1856 1
-4312 8359 1
2395 6332 1
1722 7383 1
-7836 2011 1
-8591 8666 1
1604 6987 1
-9590 2619 1
-9925 8803 1
-4132 5144 1
-6425 -2904 1
4347 9882 1
-6895 6892 1
-1074 5703 1
-4030 2272 1
-5052 -6037 1
-5626 -7454 1
-4022 -2646 1
-8386 9743 1
-9589 4491 1
-3719 2328 1
1118 2185 1
-3637 1118 1
-9732 3845 1
-7297 -7864 1
-2954 9681 1
-5405 -1852 1
-2151 7884 1
1832 7058 1
-3516 4741 1
-8945 -6764 1
-4289 3470 1
-5787 5920 1
4137 7657 1
-1936 -1188 1
1349 9615 1
-327 9432 1
-5874 3542 1
412 7857 1
-680 9623 1
-9237 7493 1
421 5634 1
-8337 -3293 1
-3691 -4252 1
-1553 9817 1
-7795 2663 1
-9399 -3729 1
-1023 8544 1
-3279 5658 1
2464 6719 1
-8191 -8019 1
-522 1592 1
5063 8303 1
-8763 7949 1
-4851 -918 1
1783 3922 1
-4207 6942 1
-6640 -7233 1
6128 8790 1
1719 9503 1
2313 7679 1
-2221 6012 1
-4687 2910 1
-6787 -8316 1
-3052 1300 1
-4101 -4297 1
-472 8490 1
-6220 -2324 1
-9514 3707 1
-5221 8993 1
-5626 9923 1
739 7960 1
956 6173 1
-3380 236 1
-8716 9803 1
-3747 -4222 1
823 6579 1
-3757 -3701 1
691 9083 1
2543 7669 1
-7918 390 1
-1508 -1229 1
-4767 5111 1
-3724 2573 1
-1576 144 1
-1414 7506 1
-5675 8487 1
-7768 1050 1
-8292 4612 1
-8116 9795 1
-4460 -4084 1
-3722 -3855 1
-9622 3388 1
-6463 651 1
-8944 6888 1
2655 4346 1
-1505 8636 1
-8427 -8981 1
2781 7796 1
-4151 -2583 1
-4611 3474 1
4854 9074 1
-9966 -3509 1
-8478 8562 1
-9809 -5361 1
-2626 3089 1
-6644 2748 1
-3381 1473 1
4008 9395 1
19 4267 1
-390 6545 1
-4729 -4470 1
-2721 4385 1
-3908 8764 1
-495 382 1
-6234 -6123 1
1649 8338 1
-8188 -6536 1
-8093 8956 1
739 4339 1
-5899 178 1
-5847 -557 1
-7334 4037 1
4107 6655 1
-7191 3858 1
1664 8337 1
6361 9912 1
-377 5138 1
-3154 9309 1
-5672 -7963 1
-4250 -3170 1
-520 7878 1
-7215 -3958 1
-4539 -4413 1
-3012 3820 1
-1715 1118 1
-4974 8263 1
-2396 3585 1
-6328 -2603 1
-9005 3976 1
-4294 9709 1
-9379 7608 1
-5197 1935 1
-6002 6453 1
-386 7229 1
-7971 -623 1
-8199 -6976 1
-6244 6518 1
-8873 -8176 1
-1966 -805 1
-7784 -2484 1
3531 5017 1
-7316 6637 1
-3817 -3417 1
-5313 4969 1
-6926 -1694 1
-2103 476 1
-1638 4241 1
-9593 -1195 1
-2424 9576 1
-9839 -2257 1
-3672 -2433 1
-8609 3567 1
-9586 5279 1
-8015 -8874 1
-6720 -8817 1
-3851 1584 1
-7937 2338 1
-2891 434 1
-4378 9466 1
-427 114 1
-849 9081 1
1522 9563 1
-7039 4225 1
1105 7222 1
1688 7707 1
-2111 -1 1
2657 6931 1
-4532 -5125 1
-5026 -2709 1
-87 4242 1
126 4503 1
4908 8361 1
-238 6421 1
-6305 -2163 1
1891 4681 1
-5076 -907 1
-6645 -5774 1
-8175 -6147 1
-3976 6285 1
-6943 3310 1
-7996 8791 1
-2052 -2433 1
-4871 1593 1
-8165 2190 1
-9039 6262 1
-8853 4681 1
-5500 2534 1
-8753 7194 1
-8755 -3960 1
-2717 -756 1
-2446 -2549 1
1020 9389 1
-1052 8711 1
-9526 7912 1
2118 9505 1
-354 8311 1
-4508 1884 1
1973 8104 1
4068 6369 1
-7521 -6764 1
-2502 645 1
-8045 9434 1
-8310 -8325 1
4175 9317 1
-900 8993 1
-6611 768 1
-4116 1404 1
2728 5297 1
-4794 -4257 1
3743 5465 1
-3510 -3986 1
-7348 9583 1
-9138 -7069 1
-3749 4840 1
-7720 -3055 1
-3188 -2868 1
-8993 -4260 1
3496 6019 1
-4169 -3723 1
-9752 -3577 1
-856 1692 1
-3852 -1940 1
2095 9873 1
-6383 8088 1
-8833 -3137 1
196 8491 1
-5166 4099 1
1839 6959 1
-7275 38 1
-7632 4498 1
-2152 8754 1
-9965 7476 1
-9024 -3494 1
-3089 745 1
3444 6700 1
2393 8671 1
1209 2410 1
-8917 -7217 1
-3989 6822 1
-7742 2896 1
1638 9254 1
3333 9443 1
-407 -573 1
-5221 -3255 1
-7125 -8315 1
-7819 6313 1
-5567 5951 1
-8272 -479 1
-4909 6489 1
-3746 -3181 1
-4714 -2998 1
-5042 557 1
576 7425 1
610 4853 1
-9511 -9125 1
-3827 2776 1
-1403 6927 1
-8568 8097 1
-9906 -386 1
-7980 9875 1
-4739 4631 1
-8256 8574 1
-9622 7979 1
-9718 -5383 1
-2297 9572 1
-3030 -1997 1
-7249 -2870 1
-4586 -133 1
-6966 -7420 1
-7532 4740 1
-1546 1835 1
-4358 9161 1
-2167 3913 1
-7553 2185 1
-3708 9403 1
-6314 1560 1
980 6413 1
6511 9373 1
-4604 8949 1
-677 -272 1
622 6520 1
-8426 -7868 1
-7914 220 1
-5188 8269 1
-2630 8161 1
-1707 3583 1
-6301 -6706 1
298 2516 1
-6014 -4615 1
-7094 6327 1
1224 8468 1
-5931 543 1
-6792 -6764 1
-8545 -4543 1
-7977 -9489 1
-13 8160 1
-1943 1642 1
-4226 1713 1
-3135 3288 1
-4269 -2166 1
-767 8480 1
469 7788 1
-4534 -760 1
-8951 -5339 1
1473 4712 1
-5255 4024 1
-1411 2173 1
-4902 9690 1
-7127 -9402 1
-9730 -8578 1
-9471 -9048 1
-2950 2102 1
-3324 4763 1
-8551 -8373 1
-2738 -226 1
-3425 8309 1
-4140 -3675 1
2170 7416 1
-7779 -9572 1
1331 3483 1
-5308 -5929 1
-6429 5166 1
-7699 2617 1
-9314 6516 1
-7984 8622 1
6289 9528 1
2733 7624 1
-9776 -9263 1
-2099 7393 1
-3014 4054 1
-3000 4831 1
-5760 7733 1
-6822 2985 1
-6871 -8423 1
6215 9617 1
-6350 6009 1
-8027 -6448 1
-7650 -3995 1
1053 5267 1
-1574 -250 1
-105 7125 1
-9046 -4221 1
-6028 -322 1
-6762 -1682 1
582 7044 1
4632 9095 1
-6329 5329 1
-1599 2496 1
-6807 2323 1
-7735 -4307 1
-9023 -7198 1
2724 6622 1
-8700 -9119 1
4782 7366 1
-4259 4827 1
-82 3319 1
-7464 6604 1
-3299 3994 1
426 6127 1
-8988 8681 1
-6653 -4395 1
3278 7885 1
-4924 -1654 1
-2951 6210 1
-5489 1258 1
-4816 9522 1
-1180 6152 1
-4852 3469 1
-1761 1529 1
-344 610 1
-2991 7682 1
-6438 9785 1
-4878 -1736 1
-6032 -3368 1
-8549 -5503 1
4861 8237 1
-6224 7696 1
-4178 3685 1
3821 9663 1
-5160 2073 1
-1908 9089 1
-8623 3722 1
-4878 697 1
-2016 5766 1
-7844 8530 1
-1826 4904 1
-5453 2324 1
-6918 -8131 1
-8880 8384 1
-8193 6322 1
-715 -961 1
2492 5688 1
-6097 -7123 1
181 2361 1
-2293 7275 1
-6681 1459 1
-2753 1730 1
-6600 -6567 1
-3554 -55 1
-8648 892 1
-3006 1961 1
-7486 5041 1
-412 890 1
-5777 -4577 1
-9338 -9135 1
2310 7240 1
-1408 1380 1
-8398 4917 1
-3201 284 1
-8206 4508 1
2864 9933 1
-8031 6477 1
-6935 -86 1
-4656 4778 1
-3083 -1238 1
-4667 7748 1
-80 2853 1
-9777 -3831 1
-7473 2792 1
-8473 8670 1
-3569 5503 1
-2913 2933 1
-1605 -1361 1
-2606 -2286 1
3323 9587 1
-9954 -3777 1
-6540 -8766 1
-8219 -4147 1
-3243 -3743 1
3364 7257 1
-7872 8803 1
-4114 -1621 1
-8522 -5235 1
-9548 -8063 1
-4350 3240 1
-9908 9009 1
914 6580 1
-9125 -2947 1
-7386 5796 1
-4403 -1159 1
-4061 476 1
-6780 8819 1
-460 -60 1
-3432 8518 1
-9596 -810 1
-3199 -2906 1
-2288 7767 1
-3492 6332 1
407 3076 1
-6571 2176 1
-7541 5259 1
-1734 5586 1
-8043 -9339 1
896 5680 1
-9653 -1922 1
-8384 2931 1
-6849 -2414 1
-8269 -175 1
-6840 -967 1
-2287 7663 1
-9012 -9599 1
849 4237 1
-227 5992 1
-8306 4459 1
431 3928 1
-9164 -4476 1
-796 1886 1
-5252 467 1
2951 7740 1
144 7389 1
566 2027 1
-3134 3637 1
-7342 -4372 1
-9518 -9300 1
-7285 4883 1
-7593 -3916 1
1767 7280 1
-3990 3653 1
-7517 5143 1
-5441 9609 1
-2245 2767 1
-6733 114 1
-5020 -1605 1
-8244 -4640 1
-3564 6090 1
-8607 3089 1
1296 5656 1
-2747 -3627 1
-7367 -9488 1
-4899 6220 1
-6788 1368 1
-4472 -3483 1
2357 3365 1
-8880 -8691 1
-3694 2197 1
-4245 -5782 1
1992 8959 1
2231 6395 1
-3027 1737 1
-4142 8236 1
-4301 3863 1
-9003 -4536 1
-4000 1765 1
-5984 517 1
-9462 4041 1
-2710 4385 1
113 3769 1
-8745 -9844 1
-2655 -2149 1
-8957 9811 1
-3288 -3753 1
-6903 -5629 1
2146 4745 1
-7966 6648 1
-4777 8539 1
-3125 7153 1
-414 9286 1
-605 -809 1
-6758 8072 1
-4182 7247 1
-7530 -2157 1
-6222 -8 1
-9651 -5676 1
-8154 -5912 1
-5681 5250 1
5091 8991 1
-5669 6810 1
-5716 7441 1
-4952 9141 1
-9691 6989 1
-1713 7889 1
-8875 1362 1
-3890 -2405 1
-3084 -4350 1
-1914 3250 1
-8555 -7150 1
-8808 -621 1
-6059 225 1
-3059 -1594 1
-3774 -4686 1
592 1874 1
-8786 -7442 1
2905 5006 1
2159 6141 1
-9727 -1734 1
-7466 -8089 1
-3942 -17 1
-2157 -1374 1
-9430 5334 1
-9154 3932 1
-9482 -6416 1
-4325 -1864 1
-9387 3263 1
-2963 -3742 1
3662 8437 1
-2782 -3560 1
-6918 -5819 1
6682 9641 1
1770 8812 1
-31 2264 1
-3536 1500 1
576 8115 1
4706 8921 1
-3549 -2906 1
666 5698 1
-8416 -176 1
-5861 6736 1
-376 8152 1
2656 5589 1
-1924 2355 1
-124 5176 1
-9828 -5104 1
-9371 -8935 1
2813 4276 1
-6474 -3284 1
2593 3926 1
-7937 6358 1
-4022 6826 1
-2990 -3909 1
-6735 3916 1
-4105 2621 1
-5372 7603 1
-4782 -2344 1
-1591 8033 1
-7401 -3367 1
-7540 4079 1
-7234 464 1
-4028 5651 1
-2275 1596 1
-3479 -718 1
-4519 4842 1
-6650 -1684 1
-6614 -689 1
-3362 5165 1
1137 5251 1
2439 9640 1
-7144 8831 1
-6724 -6580 1
1506 2984 1
-3252 -2941 1
-5379 -3216 1
-1749 188 1
-7069 -3116 1
-1717 -2185 1
-6862 8656 1
-200 7137 1
-5794 7796 1
-5491 2952 1
-9039 -8874 1
-8602 6434 1
5116 8946 1
-302 7822 1
-9342 -5098 1
-8015 2567 1
-5448 4042 1
-2341 -714 1
-2630 -3028 1
-1315 3254 1
-145 5417 1
3288 5979 1
4907 7297 1
-4287 8559 1
4980 8096 1
1599 7031 1
-9245 -2949 1
-6366 2242 1
-8680 4703 1
-7865 661 1
-6821 -7016 1
-2027 1519 1
-2318 -1234 1
-1965 6697 1
2804 9034 1
-8801 -9527 1
-1478 -823 1
-7977 1272 1
-4433 8572 1
-762 5394 1
815 2607 1
-1784 7882 1
-5810 -2746 1
-4772 891 1
-9925 -5930 1
-5450 -3410 1
-5692 8335 1
-5755 1131 1
-6854 -9484 1
-7204 6689 1
-1474 -284 1
-5045 8842 1
-7192 6683 1
-9598 -3670 1
3657 8047 1
-4348 7708 1
-8468 -9246 1
-3838 -4333 1
-6039 1778 1
-8423 116 1
-6378 9558 1
-4514 -2908 1
-9996 -8345 1
3822 8714 1
-9839 6756 1
-8964 -5165 1
5220 8400 1
1663 9248 1
1083 9900 1
-2261 2230 1
-3851 894 1
975 5275 1
-8525 -3884 1
-1437 7951 1
-2036 4676 1
-4361 9380 1
-8703 6718 1
-908 7341 1
-1981 7108 1
-2662 1250 1
2209 8023 1
-7325 4479 1
-2917 -2724 1
-5206 1633 1
1235 7706 1
-4565 -3726 1
-3235 7716 1
-8963 8606 1
-5866 -2418 1
3711 8154 1
-5919 9115 1
-6785 -9472 1
-7260 7881 1
-7110 -5416 1
-9577 3376 1
1315 4373 1
5321 8761 1
-7919 4962 1
-812 2922 1
-5188 -4089 1
-3863 2534 1
-5908 -1888 1
-432 1338 1
-6662 -3032 1
-9047 8684 1
-5457 -4568 1
-2892 -3122 1
-9598 -5943 1
-2335 437 1
3686 5486 1
-1066 8933 1
-734 -474 1
-9270 1908 1
-3938 8603 1
-9820 507 1
-5666 6553 1
-3580 -4495 1
-2658 7502 1
-2063 -1808 1
-2344 8546 1
-5106 2407 1
-5876 -4248 1
-6223 8642 1
-4558 5871 1
-2424 5378 1
-7839 608 1
-8051 6270 1
-5902 4615 1
-5290 6547 1
-8985 -4609 1
-3603 8506 1
-1865 -1235 1
-8604 -8802 1
-7355 4153 1
-5652 4260 1
-9964 -1200 1
-9261 -2224 1
-5027 -3301 1
5466 8784 1
-949 2208 1
-3577 5518 1
-5942 1767 1
-9728 2616 1
2335 8935 1
-8510 -4801 1
-1682 5730 1
-5544 -6757 1
1798 4651 1
-1952 -798 1
-4499 4708 1
-3698 4078 1
-3906 4363 1
-8315 -7542 1
-8403 -4946 1
-5322 4190 1
-3782 9779 1
2809 7273 1
-6746 497 1
4299 8960 1
-3788 3773 1
-8569 -8925 1
2373 6263 1
648 8557 1
-7257 -8114 1
-4015 6098 1
1085 3867 1
-8651 4569 1
-6026 5948 1
-6775 5403 1
-7464 -1299 1
-8121 8762 1
-3015 4185 1
-2966 7954 1
-7845 84 1
-7786 -9899 1
-5241 4753 1
-8468 -2152 1
-2668 -3542 1
-5239 2014 1
-8128 7182 1
-2772 5711 1
-2939 5417 1
-5719 -4650 1
-883 1807 1
-8519 -713 1
-3646 2594 1
-7559 5069 1
-8421 -4958 1
-8343 -4902 1
-5407 4858 1
-4357 -5104 1
-4363 8589 1
-5406 292 1
-6371 -8410 1
-8223 -2180 1
-8461 -168 1
-5377 7917 1
-9806 -4290 1
-5973 -4109 1
-7386 -8702 1
-8524 1012 1
5666 9889 1
5801 8201 1
-6676 6664 1
-2684 184 1
-273 8919 1
-3379 2887 1
-5156 -4182 1
-6781 1238 1
-9037 6884 1
-5747 -3409 1
-3110 965 1
-4757 3582 1
-1415 8577 1
-1999 -2669 1
-1788 -1113 1
-4370 2083 1
-9592 7388 1
-5779 8717 1
-6161 -7242 1
-7097 -6597 1
-4092 -2671 1
-2780 2102 1
-9552 7462 1
1324 5051 1
-7643 1713 1
1466 4646 1
-3792 2274 1
-8973 -4465 1
-7473 -3146 1
-9527 5895 1
266 5424 1
-9189 -8869 1
-9830 4646 1
-2780 433 1
311 9826 1
-5711 -554 1
-1303 8273 1
-7460 3162 1
390 5404 1
-8639 -766 1
-5475 -6839 1
-6584 1683 1
-8794 7724 1
-6239 -3789 1
-393 5670 1
2949 4451 1
-7206 9316 1
-276 5769 1
-432 5910 1
-7828 -4916 1
-6939 -6650 1
-4168 2185 1
4023 7113 1
-9427 -2551 1
4252 8602 1
-4031 7051 1
-6997 5010 1
-8374 -2947 1
-6355 -5338 1
-3355 8667 1
-1426 8483 1
-1489 4860 1
-8474 -158 1
1952 5242 1
-9401 1272 1
-3567 -5004 1
-7634 -7477 1
233 3340 1
-1338 6916 1
-7270 5525 1
-5478 -4130 1
-2179 -727 1
-6986 -4688 1
-9912 922 1
-3967 -693 1
-215 1701 1
-1574 4543 1
-2930 -3053 1
-3284 -186 1
-9885 8264 1
-6340 2275 1
-8870 -2487 1
2246 3540 1
466 848 1
-8095 -904 1
-1591 4873 1
2324 9507 1
-8857 8292 1
1111 4875 1
-877 2494 1
-3829 -4616 1
3948 8325 1
-8953 981 1
-4663 450 1
-8269 -3838 1
3660 5532 1
-2488 5645 1
1450 4162 1
-4452 9285 1
-6450 821 1
-7741 -3057 1
-8344 -6028 1
-5633 -6131 1
-3303 8242 1
2203 5613 1
-8748 8302 1
-5725 714 1
-9906 1449 1
-5980 -8009 1
-8613 -5563 1
-8472 -3102 1
-2608 9443 1
1368 4731 1
-8769 -8663 1
-5981 -7263 1
-9131 -6772 1
-9662 3379 1
392 9221 1
-2018 7981 1
-3523 5176 1
-8210 -160 1
-3295 -530 1
-1975 -1060 1
-1390 7638 1
-3426 3575 1
-4785 9049 1
625 2420 1
-7772 4265 1
-2249 5725 1
-7855 -4298 1
178 8566 1
-1380 8672 1
259 1287 1
-2574 8252 1
-6322 -730 1
-2539 -1587 1
3153 7877 1
-899 8196 1
-3707 -3243 1
-4216 7674 1
-3625 -2272 1
-7866 -1410 1
-2440 -3117 1
-4980 2799 1
-4948 -3089 1
-3603 5558 1
-8691 -3199 1
-3168 9413 1
-5690 9886 1
-7040 -9236 1
1646 7021 1
-4714 733 1
95 5532 1
-6546 5110 1
-232 1801 1
-6406 -2925 1
-940 4047 1
-9894 5631 1
-6832 -6425 1
-8893 3508 1
940 4620 1
-8196 3220 1
-6446 3832 1
1432 2558 1
-5258 -162 1
2419 4804 1
-5965 -8286 1
-7985 5661 1
-2562 9270 1
5923 9428 1
-8156 3641 1
-3113 9957 1
-4143 -4257 1
-8243 -6896 1
4307 6884 1
-6520 -3784 1
-2739 3278 1
-7440 4284 1
2197 4390 1
4650 7941 1
3773 9849 1
-6583 4472 1
-9633 7806 1
-8057 3189 1
-8153 4827 1
-8107 9350 1
-1382 4057 1
-7000 -5831 1
-8393 -1843 1
-3042 2147 1
-5957 -6372 1
-1069 3840 1
-6151 -8500 1
961 7050 1
-5577 -6864 1
4929 9513 1
559 9017 1
-267 3399 1
-3861 -464 1
-5328 -2647 1
287 5601 1
-9226 6241 1
1858 7019 1
-7500 -7885 1
-1678 6916 1
1904 3040 1
-3490 -917 1
4453 8336 1
-7139 -9790 1
-2985 1806 1
-8921 -4003 1
3886 6215 1
1854 4469 1
-4361 5254 1
-3888 8738 1
-8455 3212 1
-3037 496 1
-5663 9108 1
-7548 -5151 1
-4071 1545 1
-1381 8035 1
-5857 6728 1
-5248 -2006 1
-2305 -2945 1
-5907 612 1
-5314 4367 1
-1411 4247 1
-8440 6918 1
-3570 -1329 1
1838 5962 1
-3365 -3765 1
1480 3303 1
-5922 -3037 1
-6866 5077 1
-1846 -2379 1
-8818 -1739 1
-4500 6794 1
-5435 3560 1
1288 8772 1
-3897 5956 1
-7243 -6464 1
-2917 4784 1
-5270 -2425 1
-8932 1050 1
2122 8427 1
-727 3833 1
-734 4209 1
-8516 2766 1
-6753 -8810 1
182 3358 1
-7992 1135 1
-6253 -7704 1
2058 8283 1
-5887 4145 1
-1036 3469 1
-3547 8439 1
23 759 1
-5923 -5330 1
-8442 -8534 1
-1426 -513 1
93 7665 1
-8024 8673 1
-4082 7304 1
-9307 1682 1
1717 7065 1
-5164 6762 1
-9109 6908 1
-4834 3980 1
2464 5308 1
-9694 3461 1
-7017 -9632 1
-3951 723 1
-3694 -2578 1
-7246 9657 1
-7914 -1 1
-6731 417 1
-8901 9898 1
-9525 8266 1
-4207 -4946 1
-5990 -667 1
-4487 5 1
-5682 -651 1
562 7276 1
2871 5863 1
-1006 7284 1
-695 5214 1
-9869 1570 1
3358 5571 1
-8354 7571 1
-1916 -2135 1
-8039 -6002 1
5323 9187 1
1570 7595 1
-9588 8852 1
-5458 9114 1
-9060 2801 1
-7434 3559 1
-7741 -3671 1
-7330 -8395 1
-8496 -358 1
-3887 -1279 1
-8655 7079 1
-4625 8491 1
-1762 9503 1
-7139 -3565 1
-2537 4450 1
-4860 5612 1
-2380 8366 1
-7356 -4273 1
-7605 8981 1
-8656 9467 1
-8508 8754 1
848 2203 1
-6339 -7039 1
-7217 -4958 1
-6214 -2107 1
-4625 5663 1
-6403 -7716 1
690 1456 1
-8869 1850 1
-4860 -4663 1
-5610 -6547 1
-4628 -91 1
-2390 9723 1
-7637 -7268 1
2061 8632 1
-8006 2570 1
-3482 8318 1
2909 6131 1
2576 8693 1
-2049 5983 1
256 368 1
-7277 27 1
-5264 -4347 1
-9937 6801 1
-3347 6616 1
-1264 5437 1
-6882 -1428 1
-868 1889 1
-2542 7858 1
-3686 4965 1
-7851 7895 1
-6903 1030 1
-6062 -247 1
-5063 8454 1
-9502 3341 1
-4832 -2311 1
-6959 -3453 1
-1266 4952 1
-5700 5513 1
-4176 3903 1
-9241 2390 1
-7237 -1049 1
-5476 8793 1
-7582 -1241 1
-9794 -5803 1
1162 1809 1
-4953 -6358 1
-3358 4690 1
-3138 4719 1
-3412 6898 1
-7565 -7014 1
4143 8218 1
-3389 -89 1
-6829 2240 1
188 1380 1
-7014 -9870 1
-2998 444 1
-6846 -3055 1
2566 7414 1
-3460 -1852 1
-5789 1556 1
-944 1804 1
6098 8760 1
-3968 471 1
-7319 9801 1
53 7410 1
3654 8397 1
-2887 -3682 1
-9477 -4771 1
-245 527 1
-7329 -9189 1
-8372 -7976 1
-1489 6638 1
-3722 -3848 1
955 6889 1
-1444 2283 1
-3551 392 1
-9457 1490 1
-3043 9022 1
-8709 -9386 1
2711 4926 1
-4271 4426 1
-9696 -5717 1
-33 5643 1
-8850 4790 1
-7637 -9562 1
-9861 -8137 1
-6852 1453 1
-3447 -900 1
-4698 2924 1
-214 9550 1
-1666 4990 1
-3966 -4264 1
-4874 6329 1
-4493 -5410 1
-1326 7711 1
-9248 3227 1
-4366 7811 1
-8528 -4258 1
-7869 -9345 1
-9734 5144 1
1973 9767 1
-5236 -4196 1
-8193 -9682 1
2078 9235 1
-7287 -8207 1
-5980 -5230 1
1285 3314 1
1294 6173 1
2598 6646 1
-3732 -1193 1
-6716 578 1
-4491 3235 1
-2167 397 1
-8955 -3207 1
-4678 525 1
-67 4943 1
-3871 7891 1
-4811 -888 1
-4722 -6361 1
-3749 2348 1
-7850 -731 1
-8371 -1494 1
653 2843 1
-5683 -6417 1
-6402 -8182 1
-2677 7726 1
-2660 2067 1
-9205 -6883 1
-1366 -858 1
-521 8065 1
4139 6037 1
560 2332 1
-788 7962 1
-7681 7486 1
73 2992 1
-6304 577 1
-2247 -2018 1
-8065 -2583 1
-163 1049 1
1262 6843 1
-9922 3520 1
-6747 -5503 1
-6418 -8622 1
-3227 -3694 1
-8445 1431 1
-802 2218 1
-5790 8636 1
-3804 -2305 1
-8217 -7063 1
-8862 -8334 1
-3734 1756 1
-3636 -3172 1
-5750 1201 1
-5632 -6902 1
-3210 480 1
-7709 5770 1
-8150 5933 1
-6246 689 1
-4027 -4325 1
427 3434 1
-5191 8767 1
-4356 -4011 1
-2920 9777 1
1 5862 1
-8857 2595 1
-5629 5036 1
20 1225 1
-6021 1276 1
651 6257 1
-6681 6483 1
-9246 7482 1
-253 3565 1
-3254 306 1
3926 9475 1
-3631 -4531 1
-6230 -4336 1
-9641 9421 1
-8686 -7284 1
4956 8645 1
-3779 7292 1
-8198 1691 1
-7368 7080 1
-1547 8160 1
-5235 6771 1
-1260 4269 1
-2789 737 1
-2924 1814 1
257 2511 1
-6341 -2387 1
-3073 658 1
-9205 7765 1
-7640 -7407 1
428 3871 1
-8199 5883 1
-9493 5141 1
-2037 5382 1
-500 2418 1
-6616 8310 1
-8493 -7352 1
-4228 -489 1
-7250 -6244 1
-3703 9732 1
-5222 4827 1
-9726 -3926 1
-3572 -2937 1
-9904 1895 1
-5376 -4555 1
-6262 -2213 1
-3182 1345 1
-8308 -7694 1
-2946 5446 1
-9070 -7327 1
-7121 6331 1
-8957 3332 1
-8514 -9466 1
-6685 -1758 1
-6721 7605 1
-5031 6646 1
-7001 7855 1
-854 7594 1
-6148 -8273 1
-8367 -7647 1
-8741 -5360 1
-3436 3616 1
-26 7421 1
-1297 6794 1
74 4762 1
-4419 -5023 1
-9765 9838 1
-9589 3594 1
-9576 -9941 1
-7228 -5663 1
-1913 5935 1
-7247 -1020 1
-6704 -3719 1
-5769 -121 1
-5552 1048 1
-5248 7591 1
-5816 -6549 1
-8290 4912 1
-2827 8010 1
5554 8878 1
-2858 -162 1
-3173 2050 1
-4372 2876 1
-5344 -1104 1
-4413 9347 1
-9043 4644 1
-250 4018 1
3327 8630 1
-3705 -3733 1
-7552 5246 1
-5943 2731 1
-9276 -3128 1
3300 8223 1
-2200 2945 1
-6775 6739 1
-639 4744 1
4316 7399 1
-2347 1369 1
-9331 -1754 1
-8737 -1265 1
-9941 420 1
2608 4744 1
-8311 3230 1
3392 7724 1
477 5616 1
-9101 -6092 1
861 9797 1
4558 7746 1
-9871 -7676 1
-9810 -7740 1
-3589 -4505 1
-8979 -5524 1
-3252 -3461 1
-2174 9275 1
-5810 3319 1
2731 7195 1
-4235 3413 1
-7387 -7610 1
-2594 -2333 1
-8768 -2958 1
-8858 5727 1
-3640 9849 1
-6518 -2090 1
-9338 6840 1
